Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Order Quantity,On time shipment rate
Glove It Imperial Golf Towel,201512,10,0.13025,5,0.5
Bridgestone e6 Straight Distance NFL Carolina,201512,3,2.21446,6,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201512,3,1.9901,2,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201512,8,2.0917,7,1.0
Under Armour Women's Ignite Slide,201512,18,0.97875,11,0.5
Team Golf Tennessee Volunteers Putter Grip,201512,0,1.50748,8,0.33333333333333337
Titleist Pro V1x High Numbers Personalized Go,201512,10,2.07251,13,0.5
Nike Men's Deutschland Weltmeister Winners Bl,201512,2,0.63869,3,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201512,1,0.22158,4,0.0
Nike Women's Tempo Shorts,201512,8,0.25819,4,0.5
Team Golf Texas Longhorns Putter Grip,201512,9,0.1518,6,0.0
Hirzl Women's Soffft Flex Golf Glove,201512,1,0.83028,1,0.0
Hirzl Women's Hybrid Golf Glove,201512,9,1.58203,7,1.0
Team Golf Pittsburgh Steelers Putter Grip,201512,27,1.99569,14,0.19999999999999996
Glove It Urban Brick Golf Towel,201512,1,0.84536,5,0.33333333333333337
Nike Dri-FIT Crew Sock 6 Pack,201512,10,1.79565,8,1.0
Clicgear Rovic Cooler Bag,201512,0,0.10415,3,1.0
Hirzl Men's Hybrid Golf Glove,201512,15,0.21696,9,1.0
Titleist Pro V1x Golf Balls,201512,3,2.11983,7,0.75
Titleist Pro V1 High Numbers Personalized Gol,201512,0,2.15558,5,0.5
Under Armour Women's Micro G Skulpt Running S,201512,0,2.11958,6,0.5
Under Armour Hustle Storm Medium Duffle Bag,201512,1,0.23884,2,0.0
Under Armour Women's Ignite PIP VI Slide,201512,5,1.75087,3,1.0
Bag Boy Beverage Holder,201512,15,1.65472,9,0.5
Under Armour Men's Tech II T-Shirt,201512,12,0.41673,9,0.33333333333333337
Team Golf New England Patriots Putter Grip,201512,3,0.49604,2,0.0
Under Armour Men's Compression EV SL Slide,201512,3,1.14019,7,0.33333333333333337
Bridgestone e6 Straight Distance NFL Tennesse,201512,1,0.50486,9,1.0
Glove It Women's Mod Oval Golf Glove,201512,2,2.26241,1,0.0
Titleist Pro V1x High Numbers Golf Balls,201512,3,1.64035,12,1.0
Nike Women's Legend V-Neck T-Shirt,201512,1,2.19468,1,0.0
Under Armour Kids' Mercenary Slide,201512,2,1.13933,1,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201512,4,0.32395,2,1.0
DVDs,201512,2,2.01471,1,1.0
Fighting video games,201512,3,0.89837,2,1.0
Summer dresses,201512,2,1.54979,1,0.0
Rock music,201512,2,0.34897,1,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201512,3,1.55783,2,0.0
Smart watch,201512,7,0.76229,4,0.0
Perfect Fitness Perfect Rip Deck,201511,391,1.81173,392,0.5867768595041323
Nike Men's Dri-FIT Victory Golf Polo,201511,455,2.31835,294,0.6210526315789473
O'Brien Men's Neoprene Life Vest,201511,64,1.19906,329,0.4869565217391304
Nike Men's Free 5.0+ Running Shoe,201511,231,1.66624,196,0.6349206349206349
Under Armour Girls' Toddler Spine Surge Runni,201511,267,0.76861,161,0.5510204081632653
Nike Men's CJ Elite 2 TD Football Cleat,201511,125,2.07841,111,0.4864864864864865
Field & Stream Sportsman 16 Gun Fire Safe,201511,106,0.67388,80,0.48750000000000004
Pelican Sunstream 100 Kayak,201511,53,1.28276,66,0.5454545454545454
Diamondback Women's Serene Classic Comfort Bi,201511,101,1.19441,66,0.5757575757575757
ENO Atlas Hammock Straps,201511,6,2.0856,7,1.0
Nike Men's Comfort 2 Slide,201511,30,0.66565,18,0.8
adidas Youth Germany Black/Red Away Match Soc,201511,1,0.55208,1,1.0
Team Golf St. Louis Cardinals Putter Grip,201511,10,0.76866,5,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201511,9,1.05407,5,1.0
Glove It Imperial Golf Towel,201511,5,1.0227,7,0.5
Bridgestone e6 Straight Distance NFL Carolina,201511,13,2.05641,9,0.33333333333333337
Glove It Women's Mod Oval 3-Zip Carry All Gol,201511,2,2.0622,8,0.5
Columbia Men's PFG Anchor Tough T-Shirt,201511,6,0.22949,5,0.0
Under Armour Women's Ignite Slide,201511,3,1.53535,13,0.5
Team Golf Tennessee Volunteers Putter Grip,201511,1,2.01771,7,0.0
Titleist Pro V1x High Numbers Personalized Go,201511,30,1.04336,16,0.19999999999999996
Nike Men's Deutschland Weltmeister Winners Bl,201511,16,0.31307,10,0.33333333333333337
Bridgestone e6 Straight Distance NFL San Dieg,201511,2,1.92142,3,0.5
Nike Women's Tempo Shorts,201511,4,2.22715,2,1.0
Team Golf Texas Longhorns Putter Grip,201511,4,1.89537,13,0.5
Hirzl Women's Soffft Flex Golf Glove,201511,3,1.70925,7,0.5
Clicgear 8.0 Shoe Brush,201511,2,0.15763,1,1.0
Hirzl Women's Hybrid Golf Glove,201511,4,1.8739,5,0.5
Top Flite Women's 2017 XL Hybrid,201511,7,1.90181,4,0.0
Glove It Urban Brick Golf Towel,201511,18,1.81937,14,0.8
Nike Dri-FIT Crew Sock 6 Pack,201511,2,1.38107,1,0.0
TYR Boys' Team Digi Jammer,201511,1,0.20808,5,0.0
Team Golf San Francisco Giants Putter Grip,201511,19,0.41793,10,1.0
Hirzl Men's Hybrid Golf Glove,201511,3,0.29332,5,0.5
Titleist Pro V1x Golf Balls,201511,0,1.52911,7,0.0
adidas Men's Germany Black Crest Away Tee,201511,6,2.10496,5,1.0
Titleist Pro V1 High Numbers Personalized Gol,201511,2,1.31416,10,0.5
Under Armour Women's Micro G Skulpt Running S,201511,8,0.92929,5,1.0
Under Armour Hustle Storm Medium Duffle Bag,201511,2,1.07466,1,0.0
Under Armour Women's Ignite PIP VI Slide,201511,17,1.33446,17,0.2857142857142857
Bag Boy Beverage Holder,201511,3,1.29615,4,0.0
Under Armour Men's Tech II T-Shirt,201511,1,0.9012,1,0.0
Team Golf New England Patriots Putter Grip,201511,1,1.22434,10,0.5
Under Armour Men's Compression EV SL Slide,201511,23,1.61812,14,0.75
Glove It Women's Mod Oval Golf Glove,201511,2,1.51577,9,0.33333333333333337
Nike Women's Legend V-Neck T-Shirt,201511,0,1.61851,5,0.5
adidas Kids' F5 Messi FG Soccer Cleat,201511,0,0.33862,1,0.0
Fighting video games,201511,1,0.27315,2,0.5
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201511,0,1.71284,1,1.0
Perfect Fitness Perfect Rip Deck,201510,48,1.85482,328,0.5855855855855856
Nike Men's Dri-FIT Victory Golf Polo,201510,505,1.60906,333,0.5769230769230769
O'Brien Men's Neoprene Life Vest,201510,423,0.64118,234,0.48275862068965514
Nike Men's Free 5.0+ Running Shoe,201510,407,0.19575,238,0.5066666666666666
Under Armour Girls' Toddler Spine Surge Runni,201510,99,0.22652,137,0.3877551020408163
Nike Men's CJ Elite 2 TD Football Cleat,201510,200,1.67413,114,0.45614035087719296
Field & Stream Sportsman 16 Gun Fire Safe,201510,66,1.41359,92,0.5978260869565217
Pelican Sunstream 100 Kayak,201510,138,0.94489,80,0.48750000000000004
Diamondback Women's Serene Classic Comfort Bi,201510,101,0.81533,83,0.6385542168674698
Nike Men's Comfort 2 Slide,201510,2,1.83678,6,1.0
adidas Youth Germany Black/Red Away Match Soc,201510,11,2.01248,9,0.33333333333333337
Team Golf St. Louis Cardinals Putter Grip,201510,4,2.238,2,1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201510,0,1.05735,11,0.33333333333333337
adidas Men's F10 Messi TRX FG Soccer Cleat,201510,3,0.92552,5,1.0
Glove It Imperial Golf Towel,201510,27,0.60743,18,0.4
Glove It Women's Mod Oval 3-Zip Carry All Gol,201510,3,1.16151,2,1.0
Under Armour Women's Ignite Slide,201510,6,0.98599,4,0.0
Team Golf Tennessee Volunteers Putter Grip,201510,3,2.26861,7,0.5
Titleist Pro V1x High Numbers Personalized Go,201510,0,1.43446,7,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201510,3,1.99639,6,0.6666666666666667
Bridgestone e6 Straight Distance NFL San Dieg,201510,4,1.63545,5,0.0
Nike Women's Tempo Shorts,201510,1,1.42969,8,0.5
Hirzl Women's Soffft Flex Golf Glove,201510,2,0.16202,3,1.0
Clicgear 8.0 Shoe Brush,201510,19,1.89521,10,0.0
Hirzl Women's Hybrid Golf Glove,201510,3,1.05983,4,0.0
Team Golf Pittsburgh Steelers Putter Grip,201510,1,1.18944,18,0.5
Top Flite Women's 2017 XL Hybrid,201510,1,2.27928,9,1.0
Nike Dri-FIT Crew Sock 6 Pack,201510,6,2.21644,7,0.5
TYR Boys' Team Digi Jammer,201510,6,1.6519,8,0.0
Team Golf San Francisco Giants Putter Grip,201510,22,1.85829,18,0.6
Hirzl Men's Hybrid Golf Glove,201510,8,0.8163,8,0.33333333333333337
Titleist Pro V1x Golf Balls,201510,4,2.0328,6,0.5
adidas Men's Germany Black Crest Away Tee,201510,1,1.64461,7,0.0
Titleist Pro V1 High Numbers Personalized Gol,201510,6,0.82909,4,1.0
Under Armour Women's Micro G Skulpt Running S,201510,7,1.70468,5,0.5
Under Armour Hustle Storm Medium Duffle Bag,201510,6,1.68012,7,0.0
Under Armour Women's Ignite PIP VI Slide,201510,12,1.51109,16,0.19999999999999996
Bag Boy Beverage Holder,201510,1,1.53973,8,0.5
Team Golf New England Patriots Putter Grip,201510,1,0.85522,2,0.5
Under Armour Men's Compression EV SL Slide,201510,3,1.12077,5,0.6666666666666667
Glove It Women's Mod Oval Golf Glove,201510,9,1.60033,8,1.0
Titleist Pro V1x High Numbers Golf Balls,201510,6,0.97194,6,0.0
Nike Women's Legend V-Neck T-Shirt,201510,1,1.97493,5,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201510,0,0.21581,6,0.5
Web Camera,201510,1,1.20785,1,1.0
Porcelain crafts,201510,1,0.46963,3,0.6666666666666667
DVDs,201510,2,0.36055,3,0.0
Lawn mower,201510,2,0.54729,1,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201510,2,0.56453,1,1.0
Perfect Fitness Perfect Rip Deck,201509,550,0.74463,339,0.47706422018348627
Nike Men's Dri-FIT Victory Golf Polo,201509,139,0.89827,290,0.5445544554455446
O'Brien Men's Neoprene Life Vest,201509,414,1.38343,349,0.5169491525423728
Nike Men's Free 5.0+ Running Shoe,201509,28,1.57992,137,0.34090909090909094
Under Armour Girls' Toddler Spine Surge Runni,201509,290,0.46082,165,0.4285714285714286
Nike Men's CJ Elite 2 TD Football Cleat,201509,36,0.45034,98,0.5102040816326531
Field & Stream Sportsman 16 Gun Fire Safe,201509,130,1.16715,77,0.5584415584415585
Pelican Sunstream 100 Kayak,201509,22,1.27204,82,0.5609756097560976
Diamondback Women's Serene Classic Comfort Bi,201509,39,2.08176,79,0.7721518987341772
ENO Atlas Hammock Straps,201509,17,0.57382,9,1.0
Nike Men's Comfort 2 Slide,201509,1,0.69158,2,1.0
adidas Youth Germany Black/Red Away Match Soc,201509,3,1.26803,5,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201509,2,0.43799,5,1.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201509,3,2.07951,5,0.6666666666666667
Glove It Women's Imperial Golf Glove,201509,1,2.28412,4,0.5
Glove It Imperial Golf Towel,201509,16,0.11884,11,0.25
Bridgestone e6 Straight Distance NFL Carolina,201509,0,0.16575,1,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201509,4,1.21625,6,1.0
Under Armour Women's Ignite Slide,201509,9,0.81117,5,1.0
Team Golf Tennessee Volunteers Putter Grip,201509,10,2.16087,5,0.33333333333333337
Titleist Pro V1x High Numbers Personalized Go,201509,4,0.24411,6,0.5
Bridgestone e6 Straight Distance NFL San Dieg,201509,5,1.22189,3,0.0
Nike Women's Tempo Shorts,201509,5,0.45997,9,1.0
Team Golf Texas Longhorns Putter Grip,201509,9,1.6137,10,0.6666666666666667
Clicgear 8.0 Shoe Brush,201509,3,1.77073,4,0.0
Hirzl Women's Hybrid Golf Glove,201509,4,2.32884,3,0.0
Team Golf Pittsburgh Steelers Putter Grip,201509,10,0.20774,5,1.0
Glove It Urban Brick Golf Towel,201509,1,0.25729,5,1.0
Nike Dri-FIT Crew Sock 6 Pack,201509,11,0.76747,7,1.0
TYR Boys' Team Digi Jammer,201509,10,2.16311,8,1.0
Team Golf San Francisco Giants Putter Grip,201509,3,0.92389,3,0.5
Titleist Pro V1x Golf Balls,201509,0,1.01811,2,1.0
adidas Men's Germany Black Crest Away Tee,201509,2,0.61401,1,1.0
Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.50391,11,1.0
Under Armour Women's Micro G Skulpt Running S,201509,1,1.08941,7,0.5
Under Armour Women's Ignite PIP VI Slide,201509,1,1.82757,1,1.0
Bag Boy Beverage Holder,201509,6,1.25379,4,1.0
Team Golf New England Patriots Putter Grip,201509,5,1.78917,4,0.0
Under Armour Men's Compression EV SL Slide,201509,1,1.33466,2,1.0
Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.13515,8,0.33333333333333337
Titleist Pro V1x High Numbers Golf Balls,201509,4,0.43785,2,0.0
Under Armour Kids' Mercenary Slide,201509,0,1.06013,9,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87473,13,0.0
Web Camera,201509,5,1.28401,10,0.09999999999999998
Sports Books,201509,2,1.13312,1,1.0
Elevation Training Mask 2.0,201509,0,0.21624,3,0.0
CDs of rock,201509,8,1.44372,4,0.25
Baby sweater,201509,1,0.28342,1,1.0
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842,1,0.0
Perfect Fitness Perfect Rip Deck,201508,508,1.13131,374,0.5403225806451613
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586,278,0.5154639175257731
O'Brien Men's Neoprene Life Vest,201508,58,1.14754,230,0.48684210526315785
Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611,187,0.4126984126984127
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254,173,0.5178571428571428
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106,120,0.55
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671,91,0.5604395604395604
Pelican Sunstream 100 Kayak,201508,105,1.92446,95,0.6210526315789473
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328,74,0.4864864864864865
ENO Atlas Hammock Straps,201508,20,1.31973,13,0.6666666666666667
Nike Men's Comfort 2 Slide,201508,10,1.70332,8,0.6666666666666667
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896,8,0.6666666666666667
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317,2,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695,10,0.6666666666666667
Glove It Women's Imperial Golf Glove,201508,2,0.44798,1,1.0
Glove It Imperial Golf Towel,201508,0,0.10236,1,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464,3,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627,1,0.0
Under Armour Women's Ignite Slide,201508,10,0.79132,8,0.6666666666666667
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652,6,0.5
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226,6,0.0
Nike Women's Tempo Shorts,201508,2,2.28426,1,0.0
Team Golf Texas Longhorns Putter Grip,201508,4,1.35769,6,0.5
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301,1,1.0
Clicgear 8.0 Shoe Brush,201508,5,0.39383,4,0.0
Hirzl Women's Hybrid Golf Glove,201508,31,0.93931,16,0.25
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744,10,0.0
Top Flite Women's 2017 XL Hybrid,201508,22,0.18474,17,0.5
Glove It Urban Brick Golf Towel,201508,2,0.81487,3,0.0
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978,4,1.0
TYR Boys' Team Digi Jammer,201508,5,1.88657,3,1.0
Team Golf San Francisco Giants Putter Grip,201508,9,2.11637,6,0.0
Clicgear Rovic Cooler Bag,201508,7,1.85596,4,0.0
Titleist Pro V1x Golf Balls,201508,4,1.74702,2,1.0
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531,4,0.0
Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537,3,1.0
Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608,8,1.0
Bag Boy Beverage Holder,201508,2,1.20987,3,1.0
Under Armour Men's Tech II T-Shirt,201508,1,0.14097,5,1.0
Team Golf New England Patriots Putter Grip,201508,0,0.73284,1,1.0
Under Armour Men's Compression EV SL Slide,201508,13,0.19515,8,0.5
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447,11,0.6666666666666667
Glove It Women's Mod Oval Golf Glove,201508,6,2.07204,4,1.0
Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329,1,1.0
Under Armour Kids' Mercenary Slide,201508,8,0.24805,6,1.0
Web Camera,201508,6,0.27103,3,0.0
Porcelain crafts,201508,1,1.64915,3,0.0
Sports Books,201508,0,1.99719,1,0.0
CDs of rock,201508,2,1.32179,2,0.0
LIJA Women's Argyle Golf Polo,201508,2,1.00387,1,0.0
Baby sweater,201508,4,1.27268,3,0.6666666666666667
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296,1,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925,3,0.6666666666666667
Perfect Fitness Perfect Rip Deck,201507,1,1.18831,398,0.4651162790697675
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506,363,0.6371681415929203
O'Brien Men's Neoprene Life Vest,201507,22,1.99292,284,0.5416666666666667
Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773,162,0.4821428571428571
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902,181,0.4833333333333333
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246,121,0.5206611570247934
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429,78,0.46153846153846156
Pelican Sunstream 100 Kayak,201507,26,2.0822,71,0.5352112676056338
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289,75,0.64
ENO Atlas Hammock Straps,201507,5,1.87883,9,0.0
Nike Men's Comfort 2 Slide,201507,12,1.05194,20,0.6666666666666667
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009,1,1.0
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108,10,0.5
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695,12,0.75
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446,8,0.6666666666666667
Glove It Imperial Golf Towel,201507,3,0.35994,2,1.0
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583,10,0.5
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432,10,0.6666666666666667
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472,8,0.0
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505,4,0.33333333333333337
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588,9,0.5
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295,5,1.0
Team Golf Texas Longhorns Putter Grip,201507,3,0.66657,9,0.75
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152,1,0.0
Clicgear 8.0 Shoe Brush,201507,2,1.61125,4,1.0
Hirzl Women's Hybrid Golf Glove,201507,10,0.78481,13,0.33333333333333337
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294,7,0.5
Top Flite Women's 2017 XL Hybrid,201507,0,1.39516,5,0.5
Glove It Urban Brick Golf Towel,201507,8,2.10974,6,0.0
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115,6,0.6666666666666667
Team Golf San Francisco Giants Putter Grip,201507,2,1.56873,4,0.0
Clicgear Rovic Cooler Bag,201507,11,1.14233,8,0.6666666666666667
Hirzl Men's Hybrid Golf Glove,201507,17,2.32116,15,0.5
Titleist Pro V1x Golf Balls,201507,1,0.74991,2,1.0
adidas Men's Germany Black Crest Away Tee,201507,9,1.37589,6,0.0
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634,9,0.0
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077,4,0.0
Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523,7,1.0
Under Armour Men's Tech II T-Shirt,201507,9,2.16,8,0.5
Under Armour Men's Compression EV SL Slide,201507,0,1.06036,5,0.0
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026,6,0.5
Nike Women's Legend V-Neck T-Shirt,201507,4,0.385,4,1.0
Under Armour Kids' Mercenary Slide,201507,5,1.43535,4,0.5
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561,3,0.0
Porcelain crafts,201507,0,1.61761,1,0.0
Industrial consumer electronics,201507,1,1.65142,1,0.0
LIJA Women's Button Golf Dress,201507,1,0.93472,2,0.5
Perfect Fitness Perfect Rip Deck,201506,462,2.30411,371,0.4206349206349206
Nike Men's Dri-FIT Victory Golf Polo,201506,520,1.79808,373,0.5169491525423728
O'Brien Men's Neoprene Life Vest,201506,430,0.73998,277,0.4356435643564357
Nike Men's Free 5.0+ Running Shoe,201506,29,2.18684,179,0.4
Under Armour Girls' Toddler Spine Surge Runni,201506,66,2.29001,136,0.6170212765957447
Nike Men's CJ Elite 2 TD Football Cleat,201506,74,2.007,111,0.4144144144144144
Field & Stream Sportsman 16 Gun Fire Safe,201506,76,1.65816,92,0.5869565217391304
Pelican Sunstream 100 Kayak,201506,12,1.42169,67,0.6119402985074627
Diamondback Women's Serene Classic Comfort Bi,201506,103,1.80827,79,0.6329113924050633
ENO Atlas Hammock Straps,201506,2,1.3917,4,0.33333333333333337
adidas Youth Germany Black/Red Away Match Soc,201506,16,1.23078,8,0.33333333333333337
Team Golf St. Louis Cardinals Putter Grip,201506,4,0.20541,3,1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201506,3,0.60128,5,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201506,6,2.07873,3,1.0
Glove It Imperial Golf Towel,201506,0,1.77667,2,1.0
Bridgestone e6 Straight Distance NFL Carolina,201506,0,2.02634,3,0.5
Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,10,0.34719,5,0.0
Under Armour Women's Ignite Slide,201506,5,0.59246,3,0.5
Team Golf Tennessee Volunteers Putter Grip,201506,7,1.20702,5,1.0
Titleist Pro V1x High Numbers Personalized Go,201506,7,0.54727,9,0.5
Nike Men's Deutschland Weltmeister Winners Bl,201506,7,1.45826,4,1.0
Bridgestone e6 Straight Distance NFL San Dieg,201506,6,0.23132,6,0.5
Nike Women's Tempo Shorts,201506,9,1.29246,8,0.6666666666666667
Team Golf Texas Longhorns Putter Grip,201506,2,0.43713,10,0.33333333333333337
Hirzl Women's Soffft Flex Golf Glove,201506,1,1.432,3,1.0
Clicgear 8.0 Shoe Brush,201506,4,1.61477,2,1.0
Hirzl Women's Hybrid Golf Glove,201506,5,1.67034,3,0.0
Team Golf Pittsburgh Steelers Putter Grip,201506,3,1.34031,6,1.0
Glove It Urban Brick Golf Towel,201506,6,0.80192,5,0.5
TYR Boys' Team Digi Jammer,201506,11,2.07521,12,0.33333333333333337
Team Golf San Francisco Giants Putter Grip,201506,0,2.33376,6,0.5
Clicgear Rovic Cooler Bag,201506,5,1.33787,6,1.0
Titleist Pro V1x Golf Balls,201506,19,0.81057,12,0.25
Titleist Pro V1 High Numbers Personalized Gol,201506,2,2.08434,2,1.0
Under Armour Women's Micro G Skulpt Running S,201506,6,1.15611,10,1.0
Under Armour Women's Ignite PIP VI Slide,201506,1,0.58377,3,1.0
Bag Boy Beverage Holder,201506,1,1.30239,1,0.0
Under Armour Men's Tech II T-Shirt,201506,9,0.20763,7,0.5
Team Golf New England Patriots Putter Grip,201506,18,0.66235,9,0.5
Under Armour Men's Compression EV SL Slide,201506,1,1.43715,9,0.33333333333333337
Glove It Women's Mod Oval Golf Glove,201506,3,1.64556,12,0.33333333333333337
Titleist Pro V1x High Numbers Golf Balls,201506,12,0.36612,8,0.5
Under Armour Kids' Mercenary Slide,201506,4,1.84397,2,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201506,0,2.3151,6,0.33333333333333337
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201506,1,1.82456,4,1.0
The North Face Women's Recon Backpack,201506,8,2.0923,5,1.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201506,0,1.7089,1,0.0
Perfect Fitness Perfect Rip Deck,201505,624,0.72904,330,0.47706422018348627
Nike Men's Dri-FIT Victory Golf Polo,201505,65,2.24636,275,0.4893617021276596
O'Brien Men's Neoprene Life Vest,201505,399,1.97283,218,0.5526315789473684
Nike Men's Free 5.0+ Running Shoe,201505,252,1.61444,217,0.3913043478260869
Under Armour Girls' Toddler Spine Surge Runni,201505,43,1.48562,187,0.53125
Nike Men's CJ Elite 2 TD Football Cleat,201505,161,1.20565,104,0.4423076923076923
Field & Stream Sportsman 16 Gun Fire Safe,201505,68,2.16727,87,0.5172413793103448
Pelican Sunstream 100 Kayak,201505,35,2.18038,80,0.5625
Diamondback Women's Serene Classic Comfort Bi,201505,59,0.73142,54,0.5185185185185186
ENO Atlas Hammock Straps,201505,10,0.43503,5,0.5
Nike Men's Comfort 2 Slide,201505,9,1.65279,5,0.5
Team Golf St. Louis Cardinals Putter Grip,201505,0,1.60699,5,0.5
LIJA Women's Eyelet Sleeveless Golf Polo,201505,1,1.6443,2,1.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201505,5,0.16189,9,0.75
Glove It Women's Imperial Golf Glove,201505,5,1.91525,13,0.33333333333333337
Glove It Imperial Golf Towel,201505,6,1.42872,5,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201505,9,0.33537,5,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201505,0,1.82868,6,0.0
Under Armour Women's Ignite Slide,201505,2,1.5654,2,0.0
Titleist Pro V1x High Numbers Personalized Go,201505,3,2.17099,3,1.0
Nike Men's Deutschland Weltmeister Winners Bl,201505,0,0.43833,1,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201505,3,1.30017,7,0.5
Nike Women's Tempo Shorts,201505,0,1.04897,1,1.0
Team Golf Texas Longhorns Putter Grip,201505,5,1.01919,6,0.5
Hirzl Women's Soffft Flex Golf Glove,201505,18,2.02405,9,0.33333333333333337
Clicgear 8.0 Shoe Brush,201505,15,2.3073,11,0.33333333333333337
Team Golf Pittsburgh Steelers Putter Grip,201505,2,1.75856,5,0.0
Top Flite Women's 2017 XL Hybrid,201505,10,1.84143,7,0.33333333333333337
Glove It Urban Brick Golf Towel,201505,1,1.32952,3,0.0
Nike Dri-FIT Crew Sock 6 Pack,201505,1,0.33326,5,0.5
TYR Boys' Team Digi Jammer,201505,1,0.70371,2,0.0
Team Golf San Francisco Giants Putter Grip,201505,2,1.96295,2,0.0
Clicgear Rovic Cooler Bag,201505,5,2.0936,8,1.0
Titleist Pro V1x Golf Balls,201505,7,0.75048,7,0.0
Titleist Pro V1 High Numbers Personalized Gol,201505,9,1.934,5,0.0
Under Armour Hustle Storm Medium Duffle Bag,201505,6,2.2005,6,1.0
Under Armour Women's Ignite PIP VI Slide,201505,2,0.74255,1,1.0
Bag Boy Beverage Holder,201505,2,0.31458,5,0.0
Under Armour Men's Tech II T-Shirt,201505,4,1.03263,3,0.5
Team Golf New England Patriots Putter Grip,201505,17,0.1162,12,0.33333333333333337
Bridgestone e6 Straight Distance NFL Tennesse,201505,2,1.32019,2,1.0
